,Type,"City,Town,Ward,Village",Area,Nearest stationFName,Nearest stationFDistance(minute),Layout,Area(m^2),Year of construction,Building structure,Use,City Planning,Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Transaction period,Renovation,Transaction-price(total)
4941,Residential Land(Land Only),Toshima Ward,Minamiikebukuro,Higashiikebukuro,2,Unknown,55,2002.0,Unknown,Other,Category I Residential Zone,60.0,300.0,2nd quarter 2010,Unknown,26000000
4942,Residential Land(Land and Building),Toshima Ward,Minamiikebukuro,Higashiikebukuro,3,Unknown,75,1989,SRC,"Office, Warehouse",Commercial Zone,80.0,600.0,1st quarter 2010,Unknown,110000000
4943,Residential Land(Land Only),Toshima Ward,Minamiikebukuro,Higashiikebukuro,3,Unknown,35,2002.0,Unknown,Other,Category I Residential Zone,60.0,300.0,1st quarter 2010,Unknown,15000000
4944,"Pre-owned Condominiums, etc.",Toshima Ward,Minamiikebukuro,Higashiikebukuro,2,2LDK,50,1999,SRC,House,Commercial Zone,80.0,600.0,1st quarter 2010,Not yet,31000000
4945,"Pre-owned Condominiums, etc.",Toshima Ward,Minamiikebukuro,Mejiro,7,1K,15,1987,RC,House,Category I Residential Zone,60.0,300.0,4th quarter 2010,Not yet,6500000
4946,"Pre-owned Condominiums, etc.",Toshima Ward,Minamiikebukuro,Mejiro,7,1K,15,1987,RC,House,Category I Residential Zone,60.0,300.0,4th quarter 2010,Not yet,8500000
4947,Residential Land(Land and Building),Toshima Ward,Minamiotsuka,Otsuka (Tokyo),8,Unknown,45,1977,W,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,4th quarter 2010,Unknown,18000000
4948,Residential Land(Land and Building),Toshima Ward,Minamiotsuka,Otsuka (Tokyo),7,Unknown,85,2010,W,House,Commercial Zone,80.0,400.0,4th quarter 2010,Unknown,59000000
4949,Residential Land(Land and Building),Toshima Ward,Minamiotsuka,Otsuka (Tokyo),3,Unknown,125,1973,Unknown,"Office, Shop",Commercial Zone,80.0,500.0,4th quarter 2010,Unknown,95000000
4950,Residential Land(Land Only),Toshima Ward,Minamiotsuka,Otsuka (Tokyo),7,Unknown,55,2002.0,Unknown,Other,Category I Residential Zone,60.0,300.0,4th quarter 2010,Unknown,27000000
4951,"Pre-owned Condominiums, etc.",Toshima Ward,Minamiotsuka,Otsuka (Tokyo),7,1K,20,2003,RC,House,Commercial Zone,80.0,400.0,4th quarter 2010,Not yet,8600000
4952,"Pre-owned Condominiums, etc.",Toshima Ward,Minamiotsuka,Otsuka (Tokyo),5,3LDK,95,1988,RC,House,Commercial Zone,80.0,400.0,4th quarter 2010,Not yet,35000000
4953,"Pre-owned Condominiums, etc.",Toshima Ward,Minamiotsuka,Otsuka (Tokyo),6,1K,20,1999,RC,House,Commercial Zone,80.0,400.0,4th quarter 2010,Not yet,13000000
4954,"Pre-owned Condominiums, etc.",Toshima Ward,Minamiotsuka,Otsuka (Tokyo),4,1K,20,2010,RC,House,Commercial Zone,80.0,500.0,4th quarter 2010,Not yet,21000000
4955,Residential Land(Land Only),Toshima Ward,Minamiotsuka,Otsuka (Tokyo),2,Unknown,250,2002.0,Unknown,Other,Commercial Zone,80.0,500.0,3rd quarter 2010,Unknown,230000000
4956,Residential Land(Land and Building),Toshima Ward,Minamiotsuka,Otsuka (Tokyo),7,Unknown,55,2010,W,House,Category I Residential Zone,60.0,300.0,2nd quarter 2010,Unknown,56000000
4957,Residential Land(Land and Building),Toshima Ward,Minamiotsuka,Otsuka (Tokyo),13,Unknown,50,2010,W,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,2nd quarter 2010,Unknown,53000000
4958,Residential Land(Land and Building),Toshima Ward,Minamiotsuka,Otsuka (Tokyo),13,Unknown,50,2010,W,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,2nd quarter 2010,Unknown,50000000
4959,Residential Land(Land and Building),Toshima Ward,Minamiotsuka,Otsuka (Tokyo),11,Unknown,50,2002.0,Unknown,Other,Category I Exclusively Medium-high Residential Zone,60.0,300.0,2nd quarter 2010,Unknown,52000000
4960,Residential Land(Land and Building),Toshima Ward,Minamiotsuka,Otsuka (Tokyo),5,Unknown,145,1972,RC,"Housing Complex, Shop",Category I Residential Zone,60.0,400.0,2nd quarter 2010,Unknown,95000000
4961,"Pre-owned Condominiums, etc.",Toshima Ward,Minamiotsuka,Otsuka (Tokyo),3,3LDK,55,1989,SRC,House,Commercial Zone,80.0,500.0,2nd quarter 2010,Not yet,33000000
4962,"Pre-owned Condominiums, etc.",Toshima Ward,Minamiotsuka,Otsuka (Tokyo),3,Open Floor,85,1982,SRC,Office,Commercial Zone,80.0,400.0,2nd quarter 2010,Not yet,45000000
4963,"Pre-owned Condominiums, etc.",Toshima Ward,Minamiotsuka,Otsuka (Tokyo),4,4LDK,85,1989,SRC,House,Commercial Zone,80.0,500.0,2nd quarter 2010,Not yet,43000000
4964,Residential Land(Land Only),Toshima Ward,Minamiotsuka,Otsuka (Tokyo),8,Unknown,85,2002.0,Unknown,Other,Commercial Zone,80.0,400.0,1st quarter 2010,Unknown,33000000
4965,Residential Land(Land and Building),Toshima Ward,Minamiotsuka,Otsuka (Tokyo),12,Unknown,55,1996,S,House,Neighborhood Commercial Zone,80.0,400.0,1st quarter 2010,Unknown,46000000
4966,Residential Land(Land Only),Toshima Ward,Minamiotsuka,Otsuka (Tokyo),5,Unknown,490,2002.0,Unknown,Other,Commercial Zone,80.0,400.0,1st quarter 2010,Unknown,370000000
4967,"Pre-owned Condominiums, etc.",Toshima Ward,Minamiotsuka,Otsuka (Tokyo),3,3LDK,70,2002,SRC,House,Commercial Zone,80.0,500.0,1st quarter 2010,Not yet,52000000
4968,Residential Land(Land and Building),Toshima Ward,Minamiotsuka,Shin-otsuka,9,Unknown,75,2010,W,House,Category I Residential Zone,60.0,300.0,4th quarter 2010,Unknown,56000000
4969,"Pre-owned Condominiums, etc.",Toshima Ward,Minamiotsuka,Shin-otsuka,6,3LDK,65,2005,RC,House,Neighborhood Commercial Zone,80.0,400.0,4th quarter 2010,Not yet,53000000
4970,Residential Land(Land and Building),Toshima Ward,Minamiotsuka,Shin-otsuka,5,Unknown,55,2010,Unknown,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,3rd quarter 2010,Unknown,48000000
4971,Residential Land(Land Only),Toshima Ward,Minamiotsuka,Shin-otsuka,4,Unknown,55,2002.0,Unknown,Other,Category I Exclusively Medium-high Residential Zone,60.0,300.0,3rd quarter 2010,Unknown,30000000
4972,Residential Land(Land and Building),Toshima Ward,Minamiotsuka,Shin-otsuka,9,Unknown,80,2010,W,House,Category I Residential Zone,60.0,300.0,3rd quarter 2010,Unknown,60000000
4973,"Pre-owned Condominiums, etc.",Toshima Ward,Minamiotsuka,Shin-otsuka,6,3LDK,65,2005,RC,House,Neighborhood Commercial Zone,80.0,400.0,3rd quarter 2010,Done,41000000
4974,Residential Land(Land and Building),Toshima Ward,Minamiotsuka,Shin-otsuka,5,Unknown,95,1980,W,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,2nd quarter 2010,Unknown,49000000
4975,"Pre-owned Condominiums, etc.",Toshima Ward,Minamiotsuka,Shin-otsuka,1,3LDK,70,2000,SRC,House,Commercial Zone,80.0,500.0,2nd quarter 2010,Done,47000000
4976,Residential Land(Land and Building),Toshima Ward,Minamiotsuka,Shin-otsuka,5,Unknown,175,1989,W,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,1st quarter 2010,Unknown,63000000
4977,"Pre-owned Condominiums, etc.",Toshima Ward,Minamiotsuka,Shin-otsuka,6,3LDK,65,2005,RC,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,1st quarter 2010,Not yet,48000000
4978,Residential Land(Land Only),Toshima Ward,Minamiotsuka,Sugamo,10,Unknown,90,2002.0,Unknown,Other,Category I Exclusively Medium-high Residential Zone,60.0,300.0,2nd quarter 2010,Unknown,56000000
4979,Residential Land(Land and Building),Toshima Ward,Minamiotsuka,Sugamo,7,Unknown,40,2005,Unknown,House,Category I Residential Zone,60.0,300.0,2nd quarter 2010,Unknown,35000000
4980,"Pre-owned Condominiums, etc.",Toshima Ward,Minamiotsuka,Sugamo,6,1K,20,2006,RC,House,Neighborhood Commercial Zone,80.0,400.0,2nd quarter 2010,Done,19000000
4981,"Pre-owned Condominiums, etc.",Toshima Ward,Minamiotsuka,Sugamo,9,1K,15,1986,RC,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,1st quarter 2010,Not yet,7500000
4982,Residential Land(Land Only),Toshima Ward,Minaminagasaki,Ochiaiminaminagasaki,3,Unknown,90,2002.0,Unknown,Other,Category I Exclusively Medium-high Residential Zone,60.0,200.0,4th quarter 2010,Unknown,54000000
4983,Residential Land(Land and Building),Toshima Ward,Minaminagasaki,Ochiaiminaminagasaki,7,Unknown,50,2010,W,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,3rd quarter 2010,Unknown,46000000
4984,"Pre-owned Condominiums, etc.",Toshima Ward,Minaminagasaki,Ochiaiminaminagasaki,6,1K,20,2001,RC,House,Neighborhood Commercial Zone,80.0,400.0,3rd quarter 2010,Not yet,15000000
4985,"Pre-owned Condominiums, etc.",Toshima Ward,Minaminagasaki,Ochiaiminaminagasaki,6,1K,20,1999,RC,House,Commercial Zone,80.0,400.0,3rd quarter 2010,Not yet,12000000
4986,Residential Land(Land and Building),Toshima Ward,Minaminagasaki,Ochiaiminaminagasaki,8,Unknown,50,2010,W,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,2nd quarter 2010,Unknown,48000000
4987,Residential Land(Land and Building),Toshima Ward,Minaminagasaki,Ochiaiminaminagasaki,5,Unknown,55,2010,W,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,2nd quarter 2010,Unknown,42000000
4988,Residential Land(Land and Building),Toshima Ward,Minaminagasaki,Ochiaiminaminagasaki,5,Unknown,55,2010,W,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,2nd quarter 2010,Unknown,42000000
4989,Residential Land(Land and Building),Toshima Ward,Minaminagasaki,Ochiaiminaminagasaki,4,Unknown,70,2010,W,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,2nd quarter 2010,Unknown,59000000
4990,Residential Land(Land and Building),Toshima Ward,Minaminagasaki,Ochiaiminaminagasaki,8,Unknown,200,2002.0,Unknown,Other,Neighborhood Commercial Zone,80.0,300.0,2nd quarter 2010,Unknown,77000000
4991,Residential Land(Land and Building),Toshima Ward,Minaminagasaki,Shiinamachi,2,Unknown,75,2006,W,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,4th quarter 2010,Unknown,49000000
4992,Residential Land(Land and Building),Toshima Ward,Minaminagasaki,Shiinamachi,5,Unknown,70,2011,W,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,4th quarter 2010,Unknown,42000000
4993,"Pre-owned Condominiums, etc.",Toshima Ward,Minaminagasaki,Shiinamachi,6,1R,15,1987,RC,House,Neighborhood Commercial Zone,80.0,300.0,4th quarter 2010,Done,5600000
4994,"Pre-owned Condominiums, etc.",Toshima Ward,Minaminagasaki,Shiinamachi,4,1K,20,2010,RC,House,Neighborhood Commercial Zone,80.0,300.0,4th quarter 2010,Not yet,21000000
4995,"Pre-owned Condominiums, etc.",Toshima Ward,Minaminagasaki,Shiinamachi,4,1K,20,2010,RC,House,Neighborhood Commercial Zone,80.0,300.0,4th quarter 2010,Not yet,21000000
4996,"Pre-owned Condominiums, etc.",Toshima Ward,Minaminagasaki,Shiinamachi,4,1K,20,2010,RC,House,Neighborhood Commercial Zone,80.0,300.0,4th quarter 2010,Not yet,21000000
4997,"Pre-owned Condominiums, etc.",Toshima Ward,Minaminagasaki,Shiinamachi,3,1K,25,2010,RC,House,Neighborhood Commercial Zone,80.0,300.0,4th quarter 2010,Not yet,23000000
4999,"Pre-owned Condominiums, etc.",Toshima Ward,Minaminagasaki,Shiinamachi,9,1K,20,2010,RC,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,4th quarter 2010,Not yet,21000000
5000,"Pre-owned Condominiums, etc.",Toshima Ward,Minaminagasaki,Shiinamachi,9,1K,20,2010,RC,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,4th quarter 2010,Not yet,20000000
5001,"Pre-owned Condominiums, etc.",Toshima Ward,Minaminagasaki,Shiinamachi,9,1K,20,2010,RC,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,4th quarter 2010,Not yet,21000000
5002,"Pre-owned Condominiums, etc.",Toshima Ward,Minaminagasaki,Shiinamachi,9,1K,20,2010,RC,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,4th quarter 2010,Not yet,21000000
5003,"Pre-owned Condominiums, etc.",Toshima Ward,Minaminagasaki,Shiinamachi,9,1K,20,2010,RC,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,4th quarter 2010,Not yet,21000000
5004,"Pre-owned Condominiums, etc.",Toshima Ward,Minaminagasaki,Shiinamachi,9,1R,20,2010,RC,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,4th quarter 2010,Not yet,20000000
5005,"Pre-owned Condominiums, etc.",Toshima Ward,Minaminagasaki,Shiinamachi,11,1K,15,1988,RC,House,Commercial Zone,80.0,400.0,4th quarter 2010,Not yet,6600000
5006,Residential Land(Land and Building),Toshima Ward,Minaminagasaki,Shiinamachi,2,Unknown,290,1966,S,"House, Housing Complex",Neighborhood Commercial Zone,80.0,300.0,3rd quarter 2010,Unknown,150000000
5007,"Pre-owned Condominiums, etc.",Toshima Ward,Minaminagasaki,Shiinamachi,9,2DK,45,1971,RC,House,Neighborhood Commercial Zone,80.0,400.0,2nd quarter 2010,Done,17000000
5008,Residential Land(Land and Building),Toshima Ward,Minaminagasaki,Shiinamachi,9,Unknown,60,2010,W,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,1st quarter 2010,Unknown,44000000
5009,Residential Land(Land and Building),Toshima Ward,Minaminagasaki,Shiinamachi,11,Unknown,55,2009,W,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,1st quarter 2010,Unknown,44000000
5010,Residential Land(Land Only),Toshima Ward,Minaminagasaki,Higashinagasaki,4,Unknown,80,2002.0,Unknown,Other,Category I Exclusively Medium-high Residential Zone,60.0,200.0,3rd quarter 2010,Unknown,38000000
5011,Residential Land(Land Only),Toshima Ward,Minaminagasaki,Higashinagasaki,1,Unknown,125,2002.0,Unknown,Other,Neighborhood Commercial Zone,80.0,300.0,3rd quarter 2010,Unknown,60000000
5012,Residential Land(Land and Building),Toshima Ward,Minaminagasaki,Higashinagasaki,10,Unknown,115,2002,S,Housing Complex,Category I Exclusively Medium-high Residential Zone,60.0,200.0,3rd quarter 2010,Unknown,72000000
5013,Residential Land(Land and Building),Toshima Ward,Minaminagasaki,Higashinagasaki,5,Unknown,40,1978,W,Housing Complex,Category I Exclusively Medium-high Residential Zone,60.0,200.0,3rd quarter 2010,Unknown,20000000
5014,"Pre-owned Condominiums, etc.",Toshima Ward,Minaminagasaki,Higashinagasaki,3,2LDK,50,1997,RC,House,Neighborhood Commercial Zone,80.0,300.0,3rd quarter 2010,Not yet,29000000
5015,Residential Land(Land and Building),Toshima Ward,Minaminagasaki,Higashinagasaki,2,Unknown,480,2002.0,Unknown,Other,Commercial Zone,80.0,400.0,2nd quarter 2010,Unknown,230000000
5016,Residential Land(Land Only),Toshima Ward,Minaminagasaki,Higashinagasaki,9,Unknown,290,2002.0,Unknown,Other,Neighborhood Commercial Zone,80.0,400.0,2nd quarter 2010,Unknown,90000000
5017,Residential Land(Land and Building),Toshima Ward,Minaminagasaki,Higashinagasaki,4,Unknown,60,2010,W,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,2nd quarter 2010,Unknown,45000000
5018,Residential Land(Land and Building),Toshima Ward,Minaminagasaki,Higashinagasaki,4,Unknown,60,1976,W,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,2nd quarter 2010,Unknown,24000000
5019,"Pre-owned Condominiums, etc.",Toshima Ward,Minaminagasaki,Higashinagasaki,8,1K,15,1989,RC,House,Category I Residential Zone,60.0,200.0,2nd quarter 2010,Done,5000000
5020,"Pre-owned Condominiums, etc.",Toshima Ward,Minaminagasaki,Higashinagasaki,8,1K,20,1989,RC,House,Category I Residential Zone,60.0,200.0,2nd quarter 2010,Unknown,5000000
5021,"Pre-owned Condominiums, etc.",Toshima Ward,Minaminagasaki,Higashinagasaki,6,1K,15,1989,RC,House,Neighborhood Commercial Zone,80.0,400.0,2nd quarter 2010,Unknown,7500000
5023,Residential Land(Land and Building),Toshima Ward,Minaminagasaki,Higashinagasaki,5,Unknown,55,2010,W,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,1st quarter 2010,Unknown,49000000
5024,Residential Land(Land Only),Toshima Ward,Minaminagasaki,Higashinagasaki,8,Unknown,35,2002.0,Unknown,Other,Category I Exclusively Medium-high Residential Zone,60.0,200.0,1st quarter 2010,Unknown,6000000
5025,Residential Land(Land and Building),Toshima Ward,Minaminagasaki,Higashinagasaki,11,Unknown,55,2004,W,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,1st quarter 2010,Unknown,42000000
5026,Residential Land(Land Only),Toshima Ward,Minaminagasaki,Higashinagasaki,6,Unknown,820,2002.0,Unknown,Other,Neighborhood Commercial Zone,80.0,300.0,1st quarter 2010,Unknown,370000000
5027,Residential Land(Land Only),Toshima Ward,Mejiro,Ikebukuro,10,Unknown,150,2002.0,Unknown,Other,Category I Exclusively Low-story Residential Zone,60.0,150.0,2nd quarter 2010,Unknown,82000000
5028,"Pre-owned Condominiums, etc.",Toshima Ward,Mejiro,Kishibojinmae,4,1R,30,1999,SRC,House,Commercial Zone,80.0,600.0,4th quarter 2010,Not yet,23000000
5029,Residential Land(Land and Building),Toshima Ward,Mejiro,Shiinamachi,6,Unknown,100,1989,W,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,4th quarter 2010,Unknown,58000000
5030,"Pre-owned Condominiums, etc.",Toshima Ward,Mejiro,Shiinamachi,3,1K,15,1985,RC,House,Category I Residential Zone,60.0,300.0,4th quarter 2010,Not yet,6800000
5031,Residential Land(Land and Building),Toshima Ward,Mejiro,Shiinamachi,1,Unknown,80,1960,W,House,Commercial Zone,80.0,400.0,2nd quarter 2010,Unknown,40000000
5032,Residential Land(Land and Building),Toshima Ward,Mejiro,Shiinamachi,3,Unknown,85,1977,S,Housing Complex,Category I Exclusively Medium-high Residential Zone,60.0,300.0,2nd quarter 2010,Unknown,31000000
5033,"Pre-owned Condominiums, etc.",Toshima Ward,Mejiro,Shiinamachi,6,3LDK,60,2000,SRC,House,Commercial Zone,80.0,400.0,2nd quarter 2010,Not yet,29000000
5034,Residential Land(Land and Building),Toshima Ward,Mejiro,Shiinamachi,7,Unknown,380,1972,S,"Housing Complex, Shop",Commercial Zone,80.0,400.0,1st quarter 2010,Unknown,290000000
5035,Residential Land(Land Only),Toshima Ward,Mejiro,Shiinamachi,6,Unknown,100,2002.0,Unknown,Other,Commercial Zone,80.0,400.0,1st quarter 2010,Unknown,18000000
5036,Residential Land(Land Only),Toshima Ward,Mejiro,Shiinamachi,7,Unknown,50,2002.0,Unknown,Other,Commercial Zone,80.0,400.0,1st quarter 2010,Unknown,51000000
5037,Residential Land(Land Only),Toshima Ward,Mejiro,Shiinamachi,6,Unknown,310,2002.0,Unknown,Other,Commercial Zone,80.0,400.0,1st quarter 2010,Unknown,190000000
5038,"Pre-owned Condominiums, etc.",Toshima Ward,Mejiro,Shiinamachi,3,1R,15,1990,RC,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,1st quarter 2010,Unknown,5100000
5039,"Pre-owned Condominiums, etc.",Toshima Ward,Mejiro,Shiinamachi,7,1LDK,30,2008,SRC,House,Commercial Zone,80.0,400.0,1st quarter 2010,Not yet,32000000
5040,"Pre-owned Condominiums, etc.",Toshima Ward,Mejiro,Shiinamachi,5,1K,30,2008,SRC,House,Category I Residential Zone,60.0,300.0,1st quarter 2010,Done,33000000
5041,"Pre-owned Condominiums, etc.",Toshima Ward,Mejiro,Shiinamachi,7,1LDK,30,2008,SRC,House,Commercial Zone,80.0,400.0,1st quarter 2010,Not yet,35000000
5042,Residential Land(Land Only),Toshima Ward,Mejiro,Zoshigaya (Tokyo Metro),7,Unknown,90,2002.0,Unknown,Other,Category I Exclusively Low-story Residential Zone,60.0,150.0,4th quarter 2010,Unknown,69000000
5043,Residential Land(Land Only),Toshima Ward,Mejiro,Zoshigaya (Tokyo Metro),6,Unknown,90,2002.0,Unknown,Other,Category I Exclusively Low-story Residential Zone,60.0,150.0,4th quarter 2010,Unknown,70000000
5044,"Pre-owned Condominiums, etc.",Toshima Ward,Mejiro,Zoshigaya (Tokyo Metro),3,1K,20,2000,RC,House,Category I Residential Zone,60.0,400.0,4th quarter 2010,Not yet,13000000
5045,"Pre-owned Condominiums, etc.",Toshima Ward,Mejiro,Zoshigaya (Tokyo Metro),4,1K,20,1994,SRC,House,Neighborhood Commercial Zone,80.0,400.0,3rd quarter 2010,Done,12000000
5046,"Pre-owned Condominiums, etc.",Toshima Ward,Mejiro,Zoshigaya (Tokyo Metro),2,1K,20,2000,RC,House,Category I Residential Zone,60.0,400.0,1st quarter 2010,Not yet,18000000
5047,Residential Land(Land and Building),Toshima Ward,Mejiro,Takadanobaba,8,Unknown,85,2002.0,Unknown,Other,Category I Exclusively Low-story Residential Zone,60.0,150.0,3rd quarter 2010,Unknown,70000000
5048,Residential Land(Land and Building),Toshima Ward,Mejiro,Mejiro,2,Unknown,135,2002.0,W,Housing Complex,Category I Residential Zone,60.0,300.0,4th quarter 2010,Unknown,87000000
5049,Residential Land(Land Only),Toshima Ward,Mejiro,Mejiro,3,Unknown,125,2002.0,Unknown,Other,Category I Residential Zone,60.0,300.0,4th quarter 2010,Unknown,110000000
5050,Residential Land(Land and Building),Toshima Ward,Mejiro,Mejiro,6,Unknown,65,1994,W,Other,Category I Exclusively Low-story Residential Zone,60.0,150.0,4th quarter 2010,Unknown,53000000
5051,"Pre-owned Condominiums, etc.",Toshima Ward,Mejiro,Mejiro,8,3LDK,85,2006,RC,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,4th quarter 2010,Not yet,120000000
5052,"Pre-owned Condominiums, etc.",Toshima Ward,Mejiro,Mejiro,6,1LDK,50,2006,RC,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,4th quarter 2010,Not yet,65000000
5053,Residential Land(Land Only),Toshima Ward,Mejiro,Mejiro,3,Unknown,120,2002.0,Unknown,Other,Category I Exclusively Medium-high Residential Zone,60.0,300.0,3rd quarter 2010,Unknown,110000000
5054,"Pre-owned Condominiums, etc.",Toshima Ward,Mejiro,Mejiro,8,2LDK,95,2006,RC,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,3rd quarter 2010,Done,130000000
5055,"Pre-owned Condominiums, etc.",Toshima Ward,Mejiro,Mejiro,9,1R,20,2002,SRC,House,Commercial Zone,80.0,600.0,3rd quarter 2010,Not yet,13000000
5056,Residential Land(Land Only),Toshima Ward,Mejiro,Mejiro,8,Unknown,115,2002.0,Unknown,Other,Category I Exclusively Low-story Residential Zone,60.0,150.0,2nd quarter 2010,Unknown,70000000
5057,"Pre-owned Condominiums, etc.",Toshima Ward,Mejiro,Mejiro,9,3LDK,75,2001,RC,House,Category I Exclusively Low-story Residential Zone,60.0,150.0,2nd quarter 2010,Not yet,59000000
